web_scraper_order,product,variant,comment,created_at,reason
1773397937-422,Son Sáp Màu Mịn Lì 3CE Sketch Stick,05-High Standard,"Gửi hàng tào lao, son gì mà hộp cũ rích, tem mác ko có, tôi đã chọn lý do ko có nhu cầu rồi mà còn hủy khiếu nại hàng hoàn của tôi, làm ăn như vậy sẽ có nhân quả nha.",2026-01-22 15:55,Khác / Không rõ
1773397937-423,Son Pha Lê 3CE Misty Lip Bare,09 - Driftwood,"Son màu xấu thập chứ. Chất son thì loãng quá. Hình shop chụp lên thì đẹp nhận về trời ơi xấu, nó như màu cánh sen khô ấy lại thâm nữa. Môi mình thì không hề thâm luôn. Test ra tay đã chán rồi. Cho lên môi mà nản. Nói chung chê. Lần trước đặt màu 06 về cam lè như cà rốt. Chán thật sự",2026-01-22 15:32,Chất lượng sản phẩm kém
1773397937-424,Son Pha Lê 3CE Misty Lip Bare,05 - Coral Drench,Dưỡng ko ra dưỡng mà son ko ra son. Tệ,2026-01-22 15:07,Chất lượng sản phẩm kém
1773397937-428,Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush,#09 Childlike,"Xuất sứ Trung Quốc, chất son lỏng, nhạt, ko mịn trên môi, nhanh bị trôi son",2026-01-21 20:50,Chất lượng sản phẩm kém
1773397937-429,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Early Hour-Hồng ngọt,"Mấy đợt trước mình mua thì màu lên chuẩn đẹp, đợt này săn thì màu lại thiên về tím. Đánh lên tím bầm, ai cũng chê. Ai cần liên hệ mình pass lại nhé",2026-01-21 19:40,Khác / Không rõ
1773397937-430,(GWP) Túi Mini Đựng Son 3CE Lipstick Holder,,Không có quà tặng,2026-01-21 19:11,Chất lượng sản phẩm kém
1773397937-431,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Play Off-Đỏ cam,Đóng gói sơ sài.son màu k đúng đặt màu đỏ cam mà bên trong màu hồng cánh sen. vỏ thì là đỏ cam nhưng khi kiểm tra thì là màu cánh sen.Mn lưu ý khi đặt hàng Giá k phải rẻ mà đổi lại son thì quá là ối zời ơi.Thất vọng Đóng gói sơ sài,2026-02-04 17:17,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-433,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Sepia-Đỏ táo trầ,"Màu ngả tím, xấu",2026-01-21 12:17,Khác / Không rõ
1773397937-435,(GWP) Túi Mini Đựng Son 3CE Lipstick Holder,,"Mình đã nhận son, chất son khá nhạt hầu như tô nhiều lần mới lên màu, shop không nói là không được kiểm tra hàng, nhưng khi mở ra xem thì không cho đổi trả. Mọi người muốn mua thì xem cho kĩ.",2026-01-21 12:12,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-436,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Breeze Way-Cam ngọt,Tin tưởng shoppe mall nên mua mà bị trúng hàng trộn Năm ngoái lúc trang chưa làm lại nhận đc cây son mẫu khác. Giờ mua thì mẫu khác Do k có liên kết đc ngân hàng nên k bấm hoàn tiền đc. Phải chịu. K bao giờ giám mua bên này nữa quá. 🤣,2026-01-21 12:03,Khác / Không rõ
1773397937-437,Phấn Má Hồng Mịn Lì 3CE Face Blush,Pure Cake-Hồng kem,Hàng fake make in china:),2026-01-21 11:32,Không giống mô tả / quảng cáo
1773397937-438,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Sepia-Đỏ táo trầm,"Màu bình thường, không như tâng bốc. Khi đánh dễ bị viền ở giữa môi và nhanh trôi.",2026-01-21 08:36,Chất lượng sản phẩm kém
1773397937-440,(GWP) Túi Mini Đựng Son 3CE Lipstick Holder,,Đánh lên nổi hột nước ngứa tùm lum ko biết do son kém chất lượng hay sao nữa,2026-01-21 00:42,Gây kích ứng da / breakout
1773397937-441,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Sepia-Đỏ táo trầm,Hàng giả,2026-01-20 18:57,Không giống mô tả / quảng cáo
1773397937-442,Son Sáp Màu Mịn Lì 3CE Sketch Stick,13-Silent Bloom,Màu son của 3ce mua về lúc nào cũng thất vọng vì k giống ảnh mấy Ngày ấy cũng đến em gọi điện báo tin vui Ngày mai đây thôi là ngày em lấy chồng rồi Dạo này anh thế nào nếu không bận thì tới chung vui Cuộc gọi sau chia tay lần này mang chút đắng cay Từ ngày ta buông tay chẳng ngờ có kết cục này Thôi anh cúp máy đây Cảm ơn vì em ngỏ lời mời Anh vui đến nổi nghẹn ngào nhìn người ta cầm nhẫn cưới trao Anh cũng có chút tự hào vì người mình thương hạnh phúc nhường nào Áo cưới em màu trắng tinh cô gái anh thật rất xinh Giật mình cứ ngỡ anh đứng,2026-01-20 17:44,Không giống mô tả / quảng cáo
1773397937-444,Son kem lì nhung mịn 3CE Velvet Lip Tint,Definition-Đất nung,"má ơi cái màu nó xấu điên ấy, nhìn ảnh tưởng màu đậm đậm về thì ra cái màu hồng cánh sen nhìn già vch",2026-01-20 15:57,Khác / Không rõ
1773397937-447,Chai Xịt Cố Định Lớp Trang Điểm 3CE 3CE Shimmer Makeup Fixer,,Bảo tặng quà mà tặng đâu,2026-01-20 12:26,Khác / Không rõ
1773397937-449,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Play Off-Đỏ cam,"Thông tin sản phẩm là đỏ cam nhưng hàng thực tế lại hồng, shop giải thích là hồng, và biết rõ là tt sai mà vẫn cố tình để vậy để người mua hiểu nhầm, quá tệ, lần đầu tiên mua hàng thấy bức xúc như vậy và để lại đánh giá 😡",2026-01-20 08:46,Thiếu hàng / sai sản phẩm
1773397937-450,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Sepia-Đỏ táo trầ,Trả hàng kh đc hoàn hàng lâu hơn 15 ngày,2026-01-20 06:35,Giao hàng chậm
1773397937-452,Chai Xịt Cố Định Lớp Trang Điểm 3CE 3CE Shimmer Makeup Fixer,,"Dịch vụ của shop rất tệ Khi mua hàng ghi rõ là có quà tặng kèm theo và không có ghi là giới hạn nhưng khi nhận hàng không có , nhắn báo thiếu thì shop nói do lúc mua hết, trong khi trên bài bán sản phẩm hiện tại vẫn ghi có quà tặng Chán thật sự",2026-01-20 01:40,Thiếu hàng / sai sản phẩm
1773397937-453,(GWP) Son Len Mịn Lì 3CE Cashmere Hug Mini #Cozy Whisper,,"k có hàng tặng,",2026-01-24 15:20,Khác / Không rõ
1773397937-454,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Sepia-Đỏ táo trầm,Hãng của Hàn nhưng lại là made in china ?,2026-01-19 19:56,Không giống mô tả / quảng cáo
1773397937-455,Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick,COZY WHISPER-Hồng hạ,"Mình mua hộp kem gồm 1 cushion + 1 lõi, kèm quà tặng nhỏ. Sau khi đặt hàng mình phát hiện chọn nhầm màu nhưng không huỷ được, nên khi hàng về mình không mở kiểm và bấm trả hàng ngay, giao nguyên hộp shop gửi cho shipper. Tuy nhiên shop phản hồi rằng mỹ phẩm bị tác động, hộp bị méo và từ chối hoàn tiền, dù mình chưa hề mở hay sử dụng sản phẩm. Mình đã chấp nhận nhận lại hàng và chịu mất tiền để kết thúc vấn đề. Nhưng điều không thể chấp nhận là sau 18 ngày kể từ khi shop thông báo gửi trả, mình mới nhận được hàng. Đóng gói rất sơ sài, gần như không bảo vệ sản phẩm. Khi mở ra thì THIẾU MẤT LÕI cushion, chỉ còn cushion và quà tặng nhỏ. Trải nghiệm mua sắm rất tệ: xử lý thiếu thiện chí, giao hàng chậm, gửi thiếu sản phẩm. Mọi người nên cân nhắc kỹ trước khi mua.",2026-02-07 16:50,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-457,Phấn Nước Trang Điểm 3CE Fitting Mesh Cushion,Trung Tính - N02,Trời ơi shop làm ăn không đàng hoàng nha. Mình lỡ bấm mua màu không hợp mà không huỷ đơn được nên khi nhận mình cũng chưa có khui hàng luôn mà bấm trả hàng . Để y hộp shop gửi để trả hàng vì này là mỹ phẩm nhạy cảm nên không dám khui nhưng shop lại báo lên hệ thống là hàng bị móp méo hư hỏng hộp. Ủa vậy ra shop gửi hàng cho mình không được đóng gói đàng hoàng à. Shop làm ăn vậy mất uy tín quá nha. Trong khi mình mua 1 cây son oke mình nhận chứ có gì đâu.,2026-01-19 16:37,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-458,Phấn Má Hồng Bắt Sáng 3CE Blushlighter,Lazy Talk,"Màu rất nhạt phải đánh nhiều lần mới lên màu, dễ trôi, dù đã để ghi chú là giao main Korea nhưng vẫn giao main China, shop k để cho khách hàng biết là của TQ, chỉ khi hỏi thì mới trả lời cho qua nên rất ít người biết vì tưởng của Hàn nên k hỏi. Hàng Trung Quốc mà bán còn đắt hơn của Hàn nhiều, shoppe mall đóng gói rất ẩu.",2026-01-19 16:20,Không giống mô tả / quảng cáo
1773397937-460,Phấn Nước Trang Điểm 3CE Fitting Mesh Cushion,Tông Lạnh - P02,"Các bạn mua nên cân nhắc về màu, bị tối hơn so với hình ảnh đưa lên làm chìm da thật nữa. Trả hàng thì kêu mình bốc seal r, ko bốc s bt màu nó tối, cái đổi qua lý do miếng mút bị dơ, ko lấy miếng mút thử s bt nó tối tr",2026-01-19 14:19,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-461,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Sepia-Đỏ táo trầm,"Lần đầu mình mua son 3ce vì giá hơi cao nhưng chất lượng k như mình mong muốn nền môi mộc của mình kh thâm nhưng đánh son lên set lại nhìn tím hồng rất sến, thoa son lên chưa kịp tán thì đã khô kh xê dịch dược, son nhẹ môi nhưng lại khô o",2026-01-19 13:55,Chất lượng sản phẩm kém
1773397937-462,Son Sáp Màu Mịn Lì 3CE Sketch Stick,11-Soft Clay,"Quảng cáo thì màu đỏ giao về nâu trầm không dùng được, trên live thì kêu cho test thoải mái không ưng cho trả lại, trả lại kím đủ thứ lý do, điên k chịu dc, dùng 3ce lâu r lần đầu tiên gặp như thế này, bỏ hãng này ra khỏi danh sách, làm ăn vô hậu.",2026-01-19 12:58,Gây kích ứng da / breakout
1773397937-465,(GWP) Túi Mini Đựng Son 3CE Lipstick Holder,,Ok,2026-01-19 11:19,Khác / Không rõ
1773397937-466,Phấn Má Hồng Bắt Sáng 3CE Blushlighter,Slick,Mua sale 15/1 mà đắt hơn bt,2026-01-19 11:19,Giá cao không xứng
1773397937-467,Phấn Nước Trang Điểm 3CE Fitting Mesh Cushion,Trung Tính - N02,Mua sale 15/1 mà đắt hơn bt K có lõi mà hơn 700k mình nghĩ có lõi nên đã đặt mua,2026-01-19 11:19,Giá cao không xứng
1773397937-469,Son kem bùn mịn lì 3CE Hazy Lip Clay,WHIP RED-Đỏ mận,không có đẹp bằng son tin nha huhu hởm h sài tin của 3ce nay đổi qua nhung nó bết nó lộ viền môi mặc dù có tẩy da dưỡng môi đồ huhu,2026-01-19 10:25,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-471,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Play Off-Đỏ cam,Đặt đỏ cam giao màu hồng??,2026-01-19 09:06,Gây kích ứng da / breakout
1773397937-473,(GWP) Son Kem Mịn Mờ Môi 3CE Blur Water Tint Mini #Laydown,,"Trong đơn thì có son mini tặng kèm, nhưng khi giao hàng thì không có, người đổ shopee, shopee thì loằng ngoằng, quá tệ",2026-01-19 09:03,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-476,Mascara Siêu Mỏng Chống Nước 3CE Super Slim Waterproof Mascara - Black,,"Mascara thì được nhưng má hồng thì chán. Nó quá nhạt nhoà. Mà dùng chổi lấy phấn nó cứ vụn ra thành bột, sau bôi lên má nó ko dính tẹo nào. Hàng dùng chán thế. Đừng ai mua má hồng của hãng này. Kém lắm.",2026-01-26 07:01,Chất lượng sản phẩm kém
1773397937-477,Phấn Má Hồng Mịn Lì 3CE Face Blush,Mono Pink-Hồng khô,"Phấn màu nhạt. Dùng chán lắm. Dùng cọ lấy phấn nó cứ bột bột , ko bám vào má. Nói chung là hàng kém chất lượng. Đừng ai mua nhé",2026-01-26 07:02,Chất lượng sản phẩm kém
1773397937-480,Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush,#01 Speak Up,"Tưởng đâu tìm đc màu chân ái rồi nhưng mà ko, màu khác ảnh, như kiểu đỏ đất vậy =))) Mình để ý mua ở hãng cũng hên xui, có lúc mua thì đúng màu có lúc mua k đúng màu, như có ng mua thì dc màu đỏ hồng tươi có ng như m mua thì màu sẫm nâu M mua bên intoyou lâu lâu cũng vậy, cùng 1 mã mà lúc màu ok lúc màu khác hẳn Với khả năng nhận biết chữ cái Latin, Hán tự, con số và màu sắc, Ai-chan là một trong những chú tinh tinh có năng lực nhận thức đặc biệt nhất từng được nghiên cứu, góp phần quan trọng cho các lĩnh vực nghiên cứu về trí tuệ của loài linh trưởng",2026-01-18 23:52,Gây kích ứng da / breakout
1773397937-482,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Pink Guava-Hồng đào,"Bực, lỡ bóc rồi chứ ko cũng trả hàng. Hàng fake trung quốc mà bán với giá đấy, 310k ngang với 3ce thật rồi, lừa đấy mọi người đừng mua. Mình đã dùng hết 1 cây 3ce đúng loại này màu này y hệt (mua ở cửa hàng), hết mà ngại đi nên tin tưởng đặt ship ở đây. vậy mà giờ cầm 2 cây son cũ (mua cửa hàng) và mới (mua shopee) thất tem dán dưới đít khác nhau hoàn toàn nha. 1 cái made in Korea, phông chữ khác hẳn, còn đây made in China, phông chữ thì nhìn dại dại đểu đểu. Cạch ra nha, chính hãng con khỉ, mà đắt so với fake",2026-01-18 22:46,Không giống mô tả / quảng cáo
1773397937-488,(GWP) Gương Pha Lê 3CE,,Hàng tặng nhưng cx cần phải chỉnh chu tặng cái gương xước k buồn dùng luôn í=)),2026-01-18 19:22,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-489,Son bóng dưỡng môi bắt sáng 3CE Shine Reflector (Son vặn 1 chiều),RAIN OR SHINE-Pha lê,"Son thỏi bị hỏng chỗ vặn, không vặn dc xuống",2026-01-18 19:14,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-491,Chai Xịt Cố Định Lớp Trang Điểm 3CE 3CE Shimmer Makeup Fixer,,để có hàng tặng nhưng giao lại ko có nhắn mà trả lời dài dòng không xử lí đc vấn đề đó nói chung rất bực bội bà không hài lòng đến một cái brand lớn và nổi tiếng như 3ce mà lại làm việc chậm chạp nói. Hàng hoá đóng móp méo dơ,2026-01-18 17:10,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-492,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Sepia-Đỏ táo trầm,Sài bị chăm chít cái môi lắm :)) sài son nào cũng ko sao mỗi son này bị đã thử cho 2 người nhà mình cũng bị y như vậy luôn chăm chít khó chịu lắm mà ko duoc hoàn hàng đâu lưu ý khi mua,2026-01-18 16:53,Dịch vụ CSKH kém
1773397937-494,Son Pha Lê 3CE Misty Lip Bare,05 - Coral Drench,"Chất son như nước không lên màu, màu lên nham nhở, chất lượng quá tệ. Cứ ngở là hàng fake ko. Ko nên mua",2026-01-18 15:27,Không giống mô tả / quảng cáo
1773397937-495,Chai Xịt Cố Định Lớp Trang Điểm 3CE 3CE Shimmer Makeup Fixer,,Shop gửi hàng đã qua sử dụng và bóc tem cho khách?,2026-01-18 14:50,Khác / Không rõ
1773397937-498,Phấn Má Hồng Mịn Lì 3CE Face Blush,City Mauve-Hồng khói,Huhu sao lại made in china ạ màu cũng khác luôn bản korea em còn thấy thơm hơn nữa lúc giao hàng thì hộp mở đã từng mở luôn rồi cơ,2026-01-18 12:37,Không giống mô tả / quảng cáo
1773397937-499,Son Sáp Màu Mịn Lì 3CE Sketch Stick,05-High Standard,"Vê sd dc 2 lân thỏi son rơi ra, k lì , thât vong vê lân mua này",2026-01-18 11:26,Khác / Không rõ
1773397937-501,Son Pha Lê 3CE Misty Lip Bare,11 - Rose Sigh,"Shop gởi hàng thiếu quà tặng, nt shop thì trả lời hiện chưa có chính sách bù hàng tặng nên ko gởi 1 thương hiệu có tiếng mà xử lý tệ trả lời vô trách nhiệm với thiếu chuyên nghiệp. Khi chị hannaholala live ra rả quà tặng mọi người ơi mua đi quà xinh lắm vậy mà ko gởi cho khách! Còn về màu son thì ta nói đánh mây lần mới có màu chưa thấy cây son nào của hãng 6 như son này, mình ko dùng hãng này chỉ mua cho con thôi nhưng mà khuyên thật lòng ce là nó 6 hoắc",2026-01-17 21:45,Thiếu hàng / sai sản phẩm
1773397937-502,Son Pha Lê 3CE Misty Lip Bare,05 - Coral Drench,Đánh ko lên màu,2026-01-19 12:41,Chất lượng sản phẩm kém
1773397937-503,(GWP) Túi Mini Đựng Son 3CE Lipstick Holder,,"Màu này làm lớp son bóng thì ok hơn Nhưng đánh thì vẫn ko ăn môi, như nước trôi í",2026-01-19 12:41,Khác / Không rõ
1773397937-504,Phấn mắt 3 ô 3CE Color Grid Eyeshadow,MAUVE LIKE,Dùng ko thấy cái màu gì luôn. Cứ bị rụng kim tuyến vào mắt. Bé tí tẹo,2026-01-18 12:06,Khác / Không rõ
1773397937-506,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Play Off-Đỏ cam,"Lần đầu đánh giá 1 sao .mua đỏ cảm giao đỏ rượu, nt hỗ trợ nhưng kỉ thấy phản hồi. Khi nào đổi đúng màu sẽ quay lại đánh giá",2026-01-17 16:45,Hộp méo / sản phẩm hỏng / rò rỉ
